"asn","name","source"
1312,"Virginia Polytechnic Institute and State Univ","PeeringDB"
1313,"Adobe Systems","PeeringDB"
1315,"Imperial PFS","DB-IP"
1318,"Imperial Cancer Research Fund","RIPE"
1320,"NNIC","PeeringDB"
1321,"Advanced Networks & Services","DB-IP"
1323,"Advanced Networks & Services","DB-IP"
1325,"Advanced Networks & Services","DB-IP"
1326,"Advanced Networks & Services","DB-IP"
1335,"Advanced Networks & Services","PeeringDB"
1339,"Advanced Networks & Services","DB-IP"
1341,"Rockwell Collins","DB-IP"
1342,"Fujitsu Finland","PeeringDB"
1347,"Inteliquent","DB-IP"
1348,"California Department of Transportation (Caltrans)","ARIN"
1350,"Sears Technology Services Incorporated","DB-IP"
1351,"The University of Vermont","PeeringDB"
1352,"Scuola Internazionale Sup. di Studi Avanzati","RIPE"
1353,"Scuola Internazionale Sup. di Studi Avanzati","RIPE"
1355,"AbelsonTaylor","DB-IP"
1358,"Hughes Network Systems","DB-IP"
1360,"Mayfield Electric & Water Systems","DB-IP"
1365,"NNIC","PeeringDB"
1378,"Interbel Telephone Cooperative","DB-IP"
1379,"SINCH INTERCONNECT","DB-IP"
1380,"McVEAN Trading & Investments","DB-IP"
1383,"Advanced Networks & Services","DB-IP"
1399,"ThinkTech","DB-IP"
1401,"DSW Information Technology","DB-IP"
1403,"EBOX","PeeringDB"
1406,"Motorola Mobility","PeeringDB"
1407,"Quotemedia","DB-IP"
1408,"CCBill","PeeringDB"
1410,"CellularOne of NE Az","PeeringDB"
1411,"Christopher Newport University","ARIN"
1412,"Gravity Interactive","DB-IP"
1414,"Genuine Parts Company","DB-IP"
1415,"Christus Health","DB-IP"
1416,"Chicago Public Schools","DB-IP"
1419,"Selerity Financial","DB-IP"
1420,"STL OFFICE SOLUTIONS","DB-IP"
1421,"WANSecurity","PeeringDB"
1422,"Dstillery / Media6Degrees","PeeringDB"
1423,"Carson Communications","PeeringDB"
1424,"Motorola Mobility 2","PeeringDB"
1426,"LIGHTWAVENET","PeeringDB"
1428,"DRW Holdings","DB-IP"
1430,"Board of Bar Overseers","DB-IP"
1432,"Albion College","DB-IP"
1436,"Hackensack Meridian Health","PeeringDB"
1437,"Visonex","DB-IP"
1438,"PIONEER STATE MUTUAL INSURANCE","DB-IP"
1439,"Spring Branch ISD","ARIN"
1440,"Alford Media Services","DB-IP"
1441,"360 Communications","PeeringDB"
1442,"Surehosting LLC / Appliedpath","ARIN"
1443,"CooperVision","DB-IP"
1444,"Virtual Care Provider","DB-IP"
1445,"Milliman","DB-IP"
1446,"Tutor Perini Corporation","DB-IP"
1447,"Chipotle Mexican Grill","DB-IP"
1448,"United Cooperative Services","PeeringDB"
1449,"PayPal","DB-IP"
1466,"Headquarters, USAISC","DB-IP"
1475,"Headquarters, USAISC","DB-IP"
1480,"Headquarters, USAISC","DB-IP"
1493,"Headquarters, USAISC","DB-IP"
1501,"Headquarters, USAISC","DB-IP"
1502,"Headquarters, USAISC","DB-IP"
1503,"Headquarters, USAISC","DB-IP"
1508,"Headquarters, USAISC","DB-IP"
1516,"Headquarters, USAISC","DB-IP"
1527,"Headquarters, USAISC","DB-IP"
1530,"Headquarters, USAISC","DB-IP"
1539,"Headquarters, USAISC","DB-IP"
1544,"Headquarters, USAISC","PeeringDB"
1547,"JSC InterDnestrCom (IDC)","PeeringDB"
1551,"DoD Network Information Center","DB-IP"
1553,"DoD Network Information Center","DB-IP"
1554,"DoD Network Information Center","DB-IP"
1555,"DoD Network Information Center","DB-IP"
1556,"DoD Network Information Center","DB-IP"
1559,"DoD Network Information Center","DB-IP"
1561,"DoD Network Information Center","DB-IP"
1562,"DoD Network Information Center","DB-IP"
1563,"DoD Network Information Center","DB-IP"
1565,"DoD Network Information Center","DB-IP"
1566,"DoD Network Information Center","DB-IP"
1567,"DoD Network Information Center","DB-IP"
1568,"DoD Network Information Center","DB-IP"
1580,"DoD Network Information Center","DB-IP"
1586,"DoD Network Information Center","DB-IP"
1590,"DoD Network Information Center","DB-IP"
1600,"DoD Network Information Center","DB-IP"
1602,"Headquarters, USAISC","DB-IP"
1603,"Henderson State University","DB-IP"
1604,"TBCDSB","DB-IP"
1605,"Allegiant Travel Company","DB-IP"
1606,"Excelenet","DB-IP"
1609,"Global Imaging Systems","DB-IP"
1610,"Contegix","DB-IP"
1611,"MNT-MCT-137 autnum","ARIN"
1612,"Flux Telecom","DB-IP"
1614,"IOWA STUDENT LOAN LIQUIDITY CORP","DB-IP"
1615,"Exelixis","DB-IP"
1616,"CoreLink Data Centers","DB-IP"
1617,"Jacobs Levy Equity Management","DB-IP"
1618,"Daytona Net Works","DB-IP"
1620,"doelegal","DB-IP"
1621,"Securian Financial Group","DB-IP"
1622,"NCH Capital","DB-IP"
1625,"CoreSpace","DB-IP"
1627,"TOWNEBANK","PeeringDB"
1631,"Radnet Management","DB-IP"
1632,"SONIC HEALTHCARE USA","DB-IP"
1633,"353233 Alberta","DB-IP"
1634,"Bluewater District School Board","DB-IP"
1635,"Weidenhammer","DB-IP"
1637,"Headquarters, USAISC","DB-IP"
1638,"Mott Community College","ARIN"
1640,"Thacker-Grigsby Communications","PeeringDB"
1641,"Staples Contract & Commercial","ARIN"
1642,"Colorcon","DB-IP"
1643,"Brockway Television","DB-IP"
1645,"Pachez Holdings","PeeringDB"
1646,"American Solutions for Business","DB-IP"
1647,"Interop Technologies","DB-IP"
1648,"Jefferson Parish School Board","DB-IP"
1649,"Headquarters, USAISC","DB-IP"
1650,"Cambridge Public Schools","DB-IP"
1651,"Cablelynx","DB-IP"
1652,"MIDFLORIDA Federal Credit Union","DB-IP"
1653,"Vetenskapsradet / SUNET","RIPE"
1654,"SKOGEN","PeeringDB"
1657,"LOUISVILLE","PeeringDB"
1659,"Taiwan Academic Network(TANet)","PeeringDB"
1661,"ANS Communications","DB-IP"
1663,"Bertelsmann","RIPE"
1666,"ANS Communications","DB-IP"
1668,"AOL","PeeringDB"
1670,"ANS Communications","DB-IP"
1676,"Trane US","DB-IP"
1678,"The Dow Chemical Company","DB-IP"
1680,"Cellcom","PeeringDB"
1689,"ANS Communications","DB-IP"
1696,"Citigroup","DB-IP"
1699,"ANS Communications","DB-IP"
1700,"Rice University","DB-IP"
1701,"National Aeronautics and Space Administration","DB-IP"
1702,"CHICAGO STATE UNIVERSITY","DB-IP"
1704,"Korea Advanced Institute of Science and Technology","APNIC"
1706,"University of Arizona","DB-IP"
1707,"Renater","RIPE"
1708,"Renater","RIPE"
1709,"Renater","RIPE"
1710,"Renater","RIPE"
1711,"Renater","RIPE"
1712,"Renater","RIPE"
1713,"Renater","RIPE"
1714,"Renater","RIPE"
1715,"Renater","RIPE"
1716,"Renater","RIPE"
1717,"Renater","RIPE"
1718,"Renater","RIPE"
1719,"Renater","RIPE"
1720,"Renater","RIPE"
1721,"Renater","RIPE"
1722,"Renater","RIPE"
1723,"Renater","RIPE"
1724,"Renater","RIPE"
1725,"Renater","RIPE"
1726,"Renater","RIPE"
1729,"Telia Company AB","RIPE"
1730,"Rexall Pharmacy Group ULC","DB-IP"
1732,"Mikrokonsultit Oy","RIPE"
1733,"DoD Network Information Center","DB-IP"
1734,"Contra Costa County Regional Occupation Program / Richmond","DB-IP"
1736,"Marquette University","DB-IP"
1738,"OP Osuuskunta","RIPE"
1739,"TUT Autonomous System Tampere University of Technology Information Management P.O.Box 527 FIN-33101 Tampere FI","RIPE"
1741,"CSC/Funet","PeeringDB"
1742,"Harvard University","DB-IP"
1746,"Data Research Associates","DB-IP"
1747,"IBM T.J. Watson Research Center","DB-IP"
1748,"FINNAIR","RIPE"
1751,"Lexmark International","DB-IP"
1752,"Used by BT IP networks for Intranet Test and Development","RIPE"
1754,"Deutsches Elektronen-Synchrotron DESY","RIPE"
1755,"Svensk Teleutveckling & Produktinnovation, STUPI AB","RIPE"
1756,"Shiraz Hamyar","RIPE"
1757,"RELX","DB-IP"
1759,"Telia Finland","PeeringDB"
1761,"General Services Commission","PeeringDB"
1764,"next layer","PeeringDB"
1766,"Exxon Mobil Corporation","DB-IP"
1767,"Indiana Higher Education Telecommunication System","DB-IP"
1768,"NCIC No.334, Sec. 1, Sichuan Rd., Banqiao Dist","APNIC"
1769,"NCIC No.334, Sec. 1, Sichuan Rd., Banqiao Dist","APNIC"
1770,"Ringstad Consulting ENK","RIPE"
1771,"X.25 Holding AS","RIPE"
1772,"Navy Network Information Center (NNIC)","DB-IP"
1774,"Higher Education Authority Network (HEAnet)","RIPE"
1776,"WU (Wirtschaftsuniversitaet Wien) - Vienna University of Economics and Business","RIPE"
1777,"Saint Xavier University","DB-IP"
1780,"Valmet Oyj","RIPE"
1781,"Korea Advanced Institute of Science and Technology","APNIC"
1782,"QIAGEN SHARED SERVICES","DB-IP"
1784,"GENERAL COUNCIL ON FINANCE AND ADMINISTRATION OF THE UNITED METHODIST CHURCH","PeeringDB"
1785,"Paetec Communications","PeeringDB"
1787,"Thomson Reuters U.S","DB-IP"
1789,"Sprint","DB-IP"
1790,"Sprint","DB-IP"
1796,"GradedLabs","ARIN"
1797,"Uruguay","DB-IP"
1798,"State of Oregon","PeeringDB"
1803,"Sprint","PeeringDB"
1809,"Performance Team","DB-IP"
1818,"DIALOG TELECOMMUNICATIONS","DB-IP"
1819,"DCM Cable","DB-IP"
1820,"Wnet Telecom USA","PeeringDB"
1821,"Network Innovations","DB-IP"
1823,"Hannah Motor Company","DB-IP"
1824,"Vertisoft","DB-IP"
1825,"SetClear Pte","DB-IP"
1826,"University of Arkansas-Fort Smith","DB-IP"
1827,"Manatee County Government","DB-IP"
1828,"Unitas Global","PeeringDB"
1830,"Gulf Coast State College","DB-IP"
1831,"ITESO, A.C","DB-IP"
1832,"Southern Methodist University","DB-IP"
1833,"Arelion Sweden AB","RIPE"
1835,"Forskningsnettet","PeeringDB"
1836,"green.ch","PeeringDB"
1837,"NATO Communications and Information Agency","RIPE"
1838,"CERFNET-2","PeeringDB"
1840,"Universidad de Las Americas-Puebla","DB-IP"
1841,"Openwave Messaging","RIPE"
1842,"United States Geological Survey","DB-IP"
1843,"National Aeronautics and Space Administration","DB-IP"
1848,"National Aeronautics and Space Administration","DB-IP"
1849,"Verizon UK","RIPE"
1850,"Internet á Íslandi hf","PeeringDB"
1851,"The University of Adelaide","APNIC"
1852,"University of California - Office of the President","DB-IP"
1853,"ACOnet","PeeringDB"
1854,"CGI Suomi Oy","RIPE"
1855,"Raytheon BBN Technologies Corp","DB-IP"
1878,"Svensk Teleutveckling & Produktinnovation, STUPI AB","RIPE"
1879,"Svensk Teleutveckling & Produktinnovation, STUPI AB","RIPE"
1880,"Stupi","PeeringDB"
1881,"FMV","RIPE"
1882,"Svensk Teleutveckling & Produktinnovation, STUPI AB","RIPE"
1883,"Svensk Teleutveckling & Produktinnovation, STUPI AB","RIPE"
1885,"Seker Sigorta AS","RIPE"
1886,"BTnet network coordination","PeeringDB"
1887,"NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA - PANSTWOWY INSTYTUT BADAWCZY","RIPE"
1888,"Stichting Centrum voor Wiskunde en Informatica","RIPE"
1889,"Hewlett Packard Europe S.A.S","RIPE"
1890,"Verizon Nederland","RIPE"
1893,"Deutsches Klimarechenzentrum","RIPE"
1895,"Friedrich-Alexander-Universitaet Erlangen-Nuernberg","RIPE"
1897,"NOS COMUNICACOES","RIPE"
1898,"VMUNIX","PeeringDB"
1901,"A1 Telekom Austria","RIPE"
1902,"Deutsche Telekom Cloud Services s.r.o","RIPE"
1903,"GTS Czech Republic Transit AS","RIPE"
1904,"DoD Network Information Center","DB-IP"
1906,"Northrop Grumman","PeeringDB"
1907,"Single Source Network Systems","DB-IP"
1908,"DoD Network Information Center","DB-IP"
1909,"San Diego Supercomputer Center","DB-IP"
1911,"DoD Network Information Center","DB-IP"
1913,"DoD Network Information Center","DB-IP"
1916,"Rede Nacional de Ensino e Pesquisa - RNP","PeeringDB"
1921,"RcodeZero Anycast DNS","PeeringDB"
1922,"UAKOM","RIPE"
1923,"Tampere Telelphone Company","RIPE"
1926,"Tampere University Foundation","RIPE"
1929,"University of Massachusetts","DB-IP"
1930,"FCCN - Fundacao para a Computacao Cientifica Nacional","PeeringDB"
1931,"HP","DB-IP"
1932,"Consolidated Edison Co. of New York","DB-IP"
1935,"Renater","RIPE"
1936,"Renater","RIPE"
1937,"Renater","RIPE"
1938,"Renater","RIPE"
1939,"Renater","RIPE"
1940,"Renater","RIPE"
1941,"Renater","RIPE"
1942,"Renater","RIPE"
1943,"Renater","RIPE"
1944,"Renater","RIPE"
1945,"Renater","RIPE"
1946,"Renater","RIPE"
1947,"Renater","RIPE"
1948,"Renater","RIPE"
1949,"Renater","RIPE"
1950,"Renater","RIPE"
1951,"Renater","RIPE"
1952,"Renater","RIPE"
1953,"Renater","RIPE"
1954,"Renater","RIPE"
1955,"KIFÜ","PeeringDB"
1956,"IBM","DB-IP"
1958,"NCR Corporation","DB-IP"
1959,"DoD Network Information Center","DB-IP"
1960,"ISI","RIPE"
1961,"ISI","RIPE"
1962,"ISI","RIPE"
1965,"Vistra Corporate Services Company","DB-IP"
1967,"Middle East Technical University / Orta Dogu Teknik Universitesi","RIPE"
1968,"University of Massachusettes","DB-IP"
1970,"Texas A&M University","DB-IP"
1974,"Southern Maine Medical Center","DB-IP"
1975,"PROQUEST","DB-IP"
1982,"Northwest Nexus","PeeringDB"
1983,"Bernalillo County","DB-IP"
1989,"NNIC","PeeringDB"
1990,"NNIC","PeeringDB"
1991,"NNIC","PeeringDB"
1995,"NNIC","PeeringDB"
1996,"Fairdinkum Consulting","DB-IP"
1998,"State of Minnesota","DB-IP"
1999,"U.S. House of Representatives","DB-IP"
2000,"Internet Awareness","PeeringDB"
2002,"IBM Corporation","DB-IP"
2003,"Electric Power Research Institute","PeeringDB"
2004,"TNO","RIPE"
2011,"Wells Fargo & Company","DB-IP"
2012,"ELTENET","RIPE"
2013,"PG&E","DB-IP"
2015,"Msen","DB-IP"
2016,"Otaniemi Science Park","RIPE"
2017,"National Bureau of Investigation","RIPE"
2018,"Tertiary Education and Research Network of South Africa","PeeringDB"
2020,"Adhesives Research","PeeringDB"
2021,"Unisys Corporation","PeeringDB"
2022,"Siemens Power","PeeringDB"
2024,"Eversource Energy","DB-IP"
2025,"University of Toledo","DB-IP"
2026,"City of Helsinki","RIPE"
2027,"MilkyWan","PeeringDB"
2028,"Nortel Plc","RIPE"
2029,"BNR Europe","RIPE"
2030,"Boeing","PeeringDB"
2031,"American Water Works Company","DB-IP"
2033,"Panix Network Information Center","DB-IP"
2036,"JOANNEUM RESEARCH","RIPE"
2037,"California State University at Fresno","DB-IP"
2038,"Istituto Nazionale di Fisica Nucleare INFN","RIPE"
2039,"Istituto Nazionale di Fisica Nucleare INFN","RIPE"
2040,"Istituto Nazionale di Fisica Nucleare INFN","RIPE"
2041,"St. Norbert College","DB-IP"
2042,"zhelet","PeeringDB"
2043,"KPN","RIPE"
2044,"Digital Fortress","PeeringDB"
2045,"ICL Data Oy","RIPE"
2046,"DoD Network Information Center","DB-IP"
2047,"Hoffmann - La Roche","PeeringDB"
2048,"State of Louisiana Office of Technology Services","DB-IP"
2049,"AVL List","RIPE"
2055,"Louisiana State University","DB-IP"
2057,"Renater","RIPE"
2058,"Renater","RIPE"
2059,"Renater","RIPE"
2060,"Renater","RIPE"
2061,"Renater","RIPE"
2062,"Renater","RIPE"
2063,"Renater","RIPE"
2064,"Renater","RIPE"
2065,"Renater","RIPE"
2066,"Renater","RIPE"
2067,"Renater","RIPE"
2068,"Renater","RIPE"
2069,"Renater","RIPE"
2070,"Renater","RIPE"
2071,"Renater","RIPE"
2072,"Renater","RIPE"
2073,"Renater","RIPE"
2074,"Renater","RIPE"
2075,"Renater","RIPE"
2076,"RENATER NET","PeeringDB"
2077,"Renater","RIPE"
2078,"Renater","RIPE"
2079,"Renater","RIPE"
2080,"Renater","RIPE"
2081,"Renater","RIPE"
2082,"Renater","RIPE"
2083,"Renater","RIPE"
2084,"Renater","RIPE"
2085,"Renater","RIPE"
2086,"Renater","RIPE"
2087,"Renater","RIPE"
2088,"Renater","RIPE"
2089,"Renater","RIPE"
2090,"Renater","RIPE"
2091,"Renater","RIPE"
2092,"Renater","RIPE"
2093,"Renater","RIPE"
2094,"Renater","RIPE"
2095,"Renater","RIPE"
2096,"Renater","RIPE"
2097,"Renater","RIPE"
2098,"Renater","RIPE"
2099,"Renater","RIPE"
2100,"Renater","RIPE"
2101,"Renater","RIPE"
2102,"Renater","RIPE"
2103,"Renater","RIPE"
2104,"Renater","RIPE"
2105,"Renater","RIPE"
2106,"Renater","RIPE"
2107,"Arnes","PeeringDB"
2108,"CARNet","PeeringDB"
2109,"TDC Holding A/S","RIPE"
2110,"BT Ireland","PeeringDB"
2111,"SkyNet Group","RIPE"
2114,"ESCUELAS DE ESTUDIOS SUPERIORES ESIC SACERDOTES DEL CORAZON DE JESUS PADRES REPARADORES","RIPE"
2115,"OPEGIEKA Sp. z o.o","RIPE"
2116,"GlobalConnect","PeeringDB"
2117,"European Southern Observatory","RIPE"
2118,"Reliable Communications s.r.o","RIPE"
2119,"Telenor (Norway/Sweden)","PeeringDB"
2121,"Reseaux IP Europeens Network Coordination Centre (RIPE NCC)","RIPE"
2125,"Verizon Deutschland","RIPE"
2128,"INEX Route Collectors","PeeringDB"
2129,"EntServ UK","RIPE"
2130,"Koninklijke Philips N.V","RIPE"
2134,"Produban Servicios Informaticos Generales","PeeringDB"
2140,"IBM","DB-IP"
2143,"National Aeronautics and Space Administration","DB-IP"
2144,"South Australian Government Department of Employment","APNIC"
2145,"Cougar Wireless","DB-IP"
2147,"The Press Association","RIPE"
2148,"Federal State Budgetary Institution ""Institute of Theoretical and Experimental Physics named after A.I. Alikhanov National Research Center"" Kurchatov Institute ""","RIPE"
2149,"Cogent Communications","DB-IP"
2152,"CENIC / CalREN","PeeringDB"
2153,"CENIC / CalREN","PeeringDB"
2158,"Hewlett-Packard Company","DB-IP"
2159,"Hewlett-Packard Company","DB-IP"
2161,"Hewlett-Packard Company","DB-IP"
2162,"Hewlett-Packard Company","DB-IP"
2164,"Hewlett-Packard Company","DB-IP"
2165,"Hewlett-Packard Company","DB-IP"
2173,"Hewlett-Packard Company","DB-IP"
2174,"Renater","RIPE"
2175,"Renater","RIPE"
2176,"Renater","RIPE"
2177,"Renater","RIPE"
2178,"Renater","RIPE"
2179,"Renater","RIPE"
2180,"Renater","RIPE"
2181,"Renater","RIPE"
2182,"Renater","RIPE"
2183,"Renater","RIPE"
2184,"Renater","RIPE"
2185,"Renater","RIPE"
2186,"Renater","RIPE"
2187,"Renater","RIPE"
2188,"Renater","RIPE"
2189,"Renater","RIPE"
2190,"Renater","RIPE"
2191,"Renater","RIPE"
2192,"Renater","RIPE"
2193,"Renater","RIPE"
2194,"Renater","RIPE"
2195,"Renater","RIPE"
2196,"Renater","RIPE"
2197,"Renater","RIPE"
2198,"Renater","RIPE"
2199,"Renater","RIPE"
2200,"RENATER","PeeringDB"
2201,"Renater","RIPE"
2202,"Renater","RIPE"
2203,"Renater","RIPE"
2204,"Renater","RIPE"
2205,"Renater","RIPE"
2206,"Renater","RIPE"
2207,"Renater","RIPE"
2208,"Renater","RIPE"
2209,"Renater","RIPE"
2210,"Renater","RIPE"
2211,"Renater","RIPE"
2212,"Renater","RIPE"
2213,"Renater","RIPE"
2214,"Renater","RIPE"
2215,"Renater","RIPE"
2216,"Renater","RIPE"
2217,"Renater","RIPE"
2218,"Renater","RIPE"
2219,"Renater","RIPE"
2220,"Renater","RIPE"
2221,"Renater","RIPE"
2222,"Renater","RIPE"
2223,"Renater","RIPE"
2224,"Renater","RIPE"
2225,"Renater","RIPE"
2226,"Renater","RIPE"
2227,"Renater","RIPE"
2228,"Renater","RIPE"
2229,"Renater","RIPE"
2230,"Renater","RIPE"
2231,"Renater","RIPE"
2232,"Renater","RIPE"
2233,"Renater","RIPE"
2234,"Renater","RIPE"
2235,"Renater","RIPE"
2236,"Renater","RIPE"
2237,"Renater","RIPE"
2238,"Renater","RIPE"
2239,"Renater","RIPE"
2240,"Renater","RIPE"
2241,"Renater","RIPE"
2242,"Renater","RIPE"
2243,"Renater","RIPE"
2244,"Renater","RIPE"
2245,"Renater","RIPE"
2246,"Renater","RIPE"
2247,"Renater","RIPE"
2248,"Renater","RIPE"
2249,"Renater","RIPE"
2250,"Renater","RIPE"
2251,"Renater","RIPE"
2252,"Renater","RIPE"
2253,"Renater","RIPE"
2254,"Renater","RIPE"
2255,"Renater","RIPE"
2256,"Renater","RIPE"
2257,"Renater","RIPE"
2258,"Renater","RIPE"
2259,"OSIRIS - UNIVERSITE DE STRASBOURG","PeeringDB"
2260,"Renater","RIPE"
2261,"Renater","RIPE"
2262,"Renater","RIPE"
2263,"Renater","RIPE"
2264,"Renater","RIPE"
2265,"Renater","RIPE"
2266,"Renater","RIPE"
2267,"Renater","RIPE"
2268,"Renater","RIPE"
2269,"Renater","RIPE"
2270,"Renater","RIPE"
2271,"Renater","RIPE"
2272,"Renater","RIPE"
2273,"Renater","RIPE"
2274,"Congressional Budget Office","DB-IP"
2278,"Orange","RIPE"
2279,"Orange","RIPE"
2280,"Orange","RIPE"
2281,"Orange","RIPE"
2282,"Orange","RIPE"
2283,"Orange","RIPE"
2284,"Orange","RIPE"
2285,"Orange","RIPE"
2286,"Orange","RIPE"
2287,"Orange","RIPE"
2288,"Orange","RIPE"
2289,"Orange","RIPE"
2290,"Orange","RIPE"
2291,"Orange","RIPE"
2292,"Orange","RIPE"
2293,"Orange","RIPE"
2294,"Orange","RIPE"
2295,"Orange","RIPE"
2296,"Orange","RIPE"
2297,"Orange","RIPE"
2298,"Orange","RIPE"
2299,"Orange","RIPE"
2300,"Orange","RIPE"
2301,"Orange","RIPE"
2302,"Orange","RIPE"
2303,"Orange","RIPE"
2304,"Orange","RIPE"
2305,"Orange","RIPE"
2306,"Orange","RIPE"
2307,"Orange","RIPE"
2308,"Orange","RIPE"
2309,"Orange","RIPE"
2310,"Orange","RIPE"
2311,"Orange","RIPE"
2312,"Orange","RIPE"
2313,"Orange","RIPE"
2314,"Orange","RIPE"
2315,"Orange","RIPE"
2316,"Orange","RIPE"
2317,"Orange","RIPE"
2318,"Orange","RIPE"
2319,"Orange","RIPE"
2320,"Orange","RIPE"
2321,"Orange","RIPE"
2322,"Orange","RIPE"
2323,"Orange","RIPE"
2324,"Orange","RIPE"
2325,"Orange","RIPE"
2326,"Orange","RIPE"
2327,"Orange","RIPE"
2328,"Orange","RIPE"
2329,"Orange","RIPE"
2330,"Orange","RIPE"
2331,"Orange","RIPE"
